"","date","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_prop","estimated_cases","estimate_cases_low","estimate_cases_high","prop_cases","prop_cases_low","prop_cases_high"
"14","2020/04/08",0.00860742521836882,0.00523629453235628,0.0119785559043814,0.00947499203067409,87615.6612843685,53300.6557121226,121930.666856614,96446.6924046019,62679.8558438224,130213.528965381
"15","2020/04/09",0.0143132802749167,0.0112161963106809,0.0174103642391524,0.0146018711837492,145696.010667518,114170.548325929,177221.473009107,148633.600327207,117025.133324061,180242.067330352
"16","2020/04/10",0.0139486677566689,0.0113589439144308,0.0165383915989069,0.0141582922073586,141984.591039885,115623.587461561,168345.59461821,144118.374883787,117738.75899531,170497.990772264
"17","2020/04/11",0.0139862639434233,0.01149191017407,0.0164806177127766,0.0139112904781663,142367.285594957,116977.061522762,167757.509667152,141604.124769202,116190.341275113,167017.908263291
"18","2020/04/12",0.0141266192540066,0.0116685607222405,0.0165846777857726,0.0140516741809732,143795.973389454,118775.201407983,168816.745370925,143033.101570386,117978.345436619,168087.857704153
"19","2020/04/13",0.0139334764521599,0.0114967469465339,0.0163702059577858,0.0138890054317817,141829.957551175,117026.295411778,166633.619690572,141377.283521535,116532.708591385,166221.858451684
"20","2020/04/14",0.0124340119761457,0.008712415684864,0.0161556082674273,0.0115389167251018,126566.790192133,88684.3675370697,164449.212847196,117455.544919233,79484.755219095,155426.334619371
"21","2020/04/15",0.01303306299281,0.00932883914979769,0.0167372868358223,0.011843912948419,132664.57781579,94958.9906840835,170370.164947496,120560.12557108,82782.3243015838,158337.926840576
"22","2020/04/16",0.0129636012950676,0.00931483497087558,0.0166123676192596,0.0116943763831039,131957.521706995,94816.4410405052,169098.602373485,119037.981059349,81844.2163977687,156231.745720929
"23","2020/04/17",0.0128364175896012,0.00922920701370139,0.016443628165501,0.0115601682083244,130662.90872154,93944.8272998205,167380.99014326,117671.865445823,80908.7506522539,154434.980239391
"24","2020/04/18",0.0128116729207022,0.00921856682762838,0.016404779013776,0.0115368169168151,130411.030781988,93836.5200052087,166985.541558768,117434.170804797,80818.9205251583,154049.421084435
"25","2020/04/19",0.0127488535827177,0.00918727226288258,0.0163104349025529,0.0114595767663218,129771.587777917,93517.9701583906,166025.205397443,116647.937210955,80360.2556560394,152935.61876587
"26","2020/04/21",0.0127376748392228,0.00919679043281841,0.0162785592456271,0.0114420031594693,129657.798464761,93614.8563621027,165700.740567419,116469.054078488,80394.669571336,152543.43858564
"27","2020/04/23",0.013002647803779,0.00945900836877331,0.0165462872387846,0.0116043670083445,132354.979203843,96283.9934474047,168425.964960281,118121.768522932,82015.5323024667,154228.004743398
"28","2020/04/24",0.0129018712320489,0.009377954097158,0.0164257883669398,0.0115476490493541,131329.166518853,95458.935613345,167199.397424361,117544.43193765,81632.7788478246,153456.085027475
"29","2020/04/25",0.0128066634369601,0.00929661965086439,0.0163167072230557,0.0114946237980644,130360.038851228,94631.025859101,166089.051843355,117004.683715778,81227.3081587697,152782.059272786
"30","2020/04/26",0.0127775499473316,0.00927522203345884,0.0162798778612043,0.0114756320485634,130063.690340334,94413.2178211182,165714.16285955,116811.365197259,81115.0712314706,152507.659163048
"31","2020/04/27",0.0127775499473316,0.00927522203345884,0.0162798778612043,0.0114756320485634,130063.690340334,94413.2178211182,165714.16285955,116811.365197259,81115.0712314706,152507.659163048
"32","2020/04/28",0.0127760160069545,0.00927911088735801,0.016272921126551,0.0114737859172321,130048.076240054,94452.8027721773,165643.349707931,116792.573280593,81153.0633528487,152432.083208336
"33","2020/04/29",0.0126845099146296,0.00920112869958223,0.0161678911296769,0.0114222756731221,129116.628497298,93659.0159222148,164574.241072381,116268.246436488,80760.2122379773,151776.280634999
"34","2020/04/30",0.0124030242271415,0.00906972023320514,0.0157363282210779,0.0112312388864193,126251.363446987,92321.3987616935,160181.328132281,114323.667892735,80354.1976163553,148293.138169114
"35","2020/05/01",0.0124281200183533,0.00911265834127855,0.015743581695428,0.0113394791654306,126506.8154883,92758.4691558834,160255.161820716,115425.454243772,81626.7744754612,149224.134012083
"36","2020/05/02",0.0124281200183533,0.00912219880475972,0.0157340412319468,0.0113394791654306,126506.8154883,92855.5822873548,160158.048689244,115425.454243772,81726.5160241662,149124.392463378
"37","2020/05/06",0.0124229143187602,0.0091261415208485,0.015719687116672,0.0113137934070728,126453.826260892,92895.715505897,160011.937015886,115163.996880273,81555.9666968743,148772.027063672
"38","2020/05/07",0.0124025361662472,0.00912130366033865,0.0156837686721558,0.011297863617185,126246.395436587,92846.4705415763,159646.320331599,115001.846290552,81556.4291096303,148447.263471474
"39","2020/05/08",0.0123811718162305,0.00910579944315781,0.0156565441893032,0.0112830352518129,126028.926029984,92688.6518900593,159369.200169909,114850.907187988,81467.2998846685,148234.514491308
"40","2020/05/10",0.0123759936091096,0.00910956890474287,0.0156424183134763,0.0112577637798802,125976.216650622,92727.0215373211,159225.411763922,114593.666878739,81299.0212443135,147888.312513165
"41","2020/05/11",0.0123748766746472,0.00911307689865868,0.0156366764506357,0.0112564682491213,125964.847286491,92762.7296845217,159166.96488846,114580.479568797,81334.1675612463,147826.791576349
"42","2020/05/13",0.0123748766746472,0.00911307689865868,0.0156366764506357,0.0112564682491213,125964.847286491,92762.7296845217,159166.96488846,114580.479568797,81334.1675612463,147826.791576349
"43","2020/05/14",0.0124948567649156,0.00922141372707467,0.0157682998027565,0.0114452026144364,127186.13410376,93865.4988195776,160506.769387943,116501.621583355,83123.9460303573,149879.297136352
"44","2020/05/15",0.0124739044386079,0.00922106148588248,0.0157267473913333,0.011393785439188,126972.85871904,93861.9133286552,160083.804109426,115978.242094544,82811.059209964,149145.424979124
"45","2020/05/18",0.0125407529084799,0.00929073725154341,0.0157907685654163,0.0114556202738195,127653.314574896,94571.1484517033,160735.480698089,116607.663761211,83469.3299939495,149745.997528472
"46","2020/05/21",0.0125402393071377,0.00929894086716384,0.0157815377471115,0.0114311478617613,127648.086586259,94654.6537031892,160641.51946933,116358.557145549,83306.2835717672,149410.830719331
"47","2020/05/25",0.0123695653366092,0.00914441205109246,0.0155947186221259,0.0113244890329332,125910.782757006,93081.6926766222,158739.872837391,115272.86850086,82372.9577726714,148172.77922905
"48","2020/05/26",0.0123464279447886,0.0091331326912468,0.0155597231983304,0.0112320513812822,125675.265417811,92966.8791816837,158383.651653938,114331.93834213,81573.9626089777,147089.914075283
"49","2020/06/01",0.0123413067675397,0.00913651224437866,0.0155461012907008,0.0112079643615398,125623.136550021,93001.2799199977,158244.993180045,114086.754665298,81413.4978335084,146760.011497088
"50","2020/06/02",0.0124478956618793,0.00925306713730925,0.0156427241864493,0.0112719209521701,126708.113326026,94187.7013829747,159228.525269078,114737.773853895,82167.589415557,147307.958292233
"51","2020/06/04",0.012438545951112,0.00925588335517838,0.0156212085470456,0.01127028312774,126612.941881499,94216.3678871458,159009.515875853,114721.102309632,82275.1860570473,147167.018562217
"52","2020/06/05",0.0125186219606522,0.00907808520562231,0.0159591587156821,0.0118967998941556,127428.041908614,92406.5464767608,162449.537340467,121098.465969802,85946.4659471943,156250.465992409
"53","2020/06/06",0.0125355448511993,0.00912376458670673,0.015947325115692,0.011931213246528,127600.301348401,92871.5205054902,162329.082191313,121448.762202255,86605.8408884052,156291.683516106
