"","date","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high"
"20","2020/04/26",0.00350149534467268,0.00135827154107258,0.00564471914827279,0.00533954232484355,0.00317749113841543,0.00750159351127167
"21","2020/04/27",0.00350149534467268,0.00135827154107258,0.00564471914827279,0.00533954232484355,0.00317749113841543,0.00750159351127167
"22","2020/04/28",0.00350149534467268,0.00135827154107258,0.00564471914827279,0.00533954232484355,0.00317749113841543,0.00750159351127167
"23","2020/04/29",0.00350125142688753,0.00135997407181602,0.00564252878195904,0.00533802483712737,0.00317799724280775,0.00749805243144699
"24","2020/04/30",0.00350294614444128,0.0013635604087495,0.00564233188013305,0.00534044298342118,0.00318240494645319,0.00749848102038917
"25","2020/05/01",0.00350294614444128,0.0013635604087495,0.00564233188013305,0.00534044298342118,0.00318240494645319,0.00749848102038917
"26","2020/05/02",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"27","2020/05/03",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"28","2020/05/04",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"29","2020/05/05",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"30","2020/05/06",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"31","2020/05/07",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"32","2020/05/08",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"33","2020/05/09",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"34","2020/05/10",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"35","2020/05/11",0.00350259500523568,0.00136514532746683,0.00564004468300453,0.00533958639668939,0.00318356948589162,0.00749560330748715
"36","2020/05/12",0.00350441638994674,0.00136867812504878,0.0056401546548447,0.00534455891482174,0.00319037332495526,0.00749874450468822
"37","2020/05/13",0.00350441638994674,0.00136867812504878,0.0056401546548447,0.00534455891482174,0.00319037332495526,0.00749874450468822
"38","2020/05/14",0.00350441638994674,0.00136867812504878,0.0056401546548447,0.00534455891482174,0.00319037332495526,0.00749874450468822
"39","2020/05/15",0.00350441638994674,0.00136867812504878,0.0056401546548447,0.00534455891482174,0.00319037332495526,0.00749874450468822
"40","2020/05/16",0.00350441638994674,0.00136867812504878,0.0056401546548447,0.00534455891482174,0.00319037332495526,0.00749874450468822
"41","2020/05/17",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"42","2020/05/18",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"43","2020/05/19",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"44","2020/05/20",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"45","2020/05/21",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"46","2020/05/22",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"47","2020/05/23",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"48","2020/05/24",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"49","2020/05/25",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"50","2020/05/26",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"51","2020/05/27",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"52","2020/05/28",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"53","2020/05/29",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"54","2020/05/30",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"55","2020/05/31",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"56","2020/06/01",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"57","2020/06/02",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"58","2020/06/03",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"59","2020/06/04",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"60","2020/06/05",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"61","2020/06/06",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"62","2020/06/07",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"63","2020/06/08",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"64","2020/06/09",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"65","2020/06/10",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"66","2020/06/11",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"67","2020/06/12",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"68","2020/06/13",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"69","2020/06/14",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"70","2020/06/15",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"71","2020/06/16",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"72","2020/06/17",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"73","2020/06/18",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"74","2020/06/19",0.0048897502743306,0.00253495103128201,0.00724454951737919,0.0063870226628206,0.00401195657124573,0.00876208875439547
"75","2020/06/20",0.00488814331454137,0.00253540178230379,0.00724088484677895,0.0063855104951089,0.0040126038566225,0.00875841713359529
