"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"106",NA,15,0,1086,9,7.6194967538138e-05,6.12986966702167e-05,9.47111993159019e-05,10101697
"107",NA,18,0,1104,9,7.64153229790896e-05,6.14741473177177e-05,9.49879232292436e-05,10101697
"108",NA,7,0,1111,9,7.58547937630768e-05,6.10214544543441e-05,9.42938805423588e-05,10101697
"109",NA,10,0,1121,9,7.54954325454213e-05,6.07306603075186e-05,9.3849800189224e-05,10101697
"110",NA,7,0,1128,9,7.49518026645254e-05,6.02917009831086e-05,9.31765505212041e-05,10101697
"111",NA,4,0,1132,9,7.42435402702272e-05,5.97205016590292e-05,9.22983417541918e-05,10101697
"112",NA,1,0,1133,9,7.33900146516939e-05,5.90324039494879e-05,9.12396224823327e-05,10101697
"113",NA,3,0,1136,9,7.27304595461242e-05,5.85006254623263e-05,9.04215929998378e-05,10101697
"114",NA,11,1,1147,10,8.07183529926506e-05,6.63537271154637e-05,9.81927134026465e-05,10101697
"115",NA,3,0,1150,10,8.01194762794624e-05,6.58600735167048e-05,9.74661906149739e-05,10101697
"116",NA,14,0,1164,10,8.03265737594375e-05,6.60292240708553e-05,9.77197376271813e-05,10101697
"117",NA,3,0,1167,10,7.98026403575926e-05,6.55973660681884e-05,9.70841024534928e-05,10101697
"118",NA,2,0,1169,10,7.92338282770165e-05,6.51287702447887e-05,9.63936447722822e-05,10101697
"119",NA,0,0,1169,10,7.85648868389272e-05,6.4577903407576e-05,9.55813229961461e-05,10101697
"120",NA,0,0,1169,10,7.79432159991497e-05,6.40659248774408e-05,9.4826460898082e-05,10101697
"121",NA,4,0,1173,10,7.76404175268932e-05,6.3816179833538e-05,9.44593432178829e-05,10101697
