"","date","cases","deaths","cum_cases","cum_deaths","cases_active","cases_active_undected","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","population"
"21566","2020/07/11",11,0,8965,252,313.110561812933,163.110561812933,0.00349429017057256,0.00346144416191475,0.00352744785847009,22.8445629672721,5.87646591038295e-05,3.06126261141511e-05,5328212
"21565","2020/07/12",0,0,8965,252,229.467012896286,119.467012896286,0.00348913513351576,0.00345633644437104,0.00352224506377573,0,4.3066419447328e-05,2.24215952548972e-05,5328212
"21564","2020/07/13",0,0,8965,252,208.510786582657,108.510786582657,0.00348415310244139,0.00345140020015459,0.00351721682136666,0,3.91333502838582e-05,2.03653282907393e-05,5328212
"21563","2020/07/14",16,1,8981,253,195.527659325664,101.527659325664,0.00349950088792759,0.00346670923374248,0.00353260271885719,33.2187197417953,3.66966741048713e-05,1.90547334313395e-05,5328212
"21562","2020/07/15",3,0,8984,253,184.979189886262,95.9791898862623,0.00349620496106412,0.00346344314760705,0.00352927667896462,6.22056585975113,3.47169350405469e-05,1.8013395466671e-05,5328212
"21561","2020/07/16",17,0,9001,253,220.185616624282,114.185616624282,0.00349850333932701,0.00346571903395012,0.0035315977710207,35.20642673802,4.13244849537298e-05,2.14303816410237e-05,5328212
"21560","2020/07/17",10,1,9011,254,240.952098300468,124.952098300468,0.00351199926699819,0.00347919373715359,0.00354511412218357,20.7664816761857,4.52219428019133e-05,2.34510372898954e-05,5328212
"21559","2020/07/18",4,1,9015,255,249.281348074148,129.281348074148,0.00352314184897888,0.00349033689891083,0.00355625512594491,8.32924977368006,4.67851782312994e-05,2.42635518395567e-05,5328212
"21558","2020/07/19",0,0,9015,255,176.437052235562,91.4370522355621,0.00351892463955967,0.00348615800382037,0.00355199925113269,0,3.3113744767581e-05,1.71609260734299e-05,5328212
"21557","2020/07/20",0,0,9015,255,163.968726000095,84.968726000095,0.00351484759377795,0.00348211805807881,0.00354788476479823,0,3.07736865575347e-05,1.59469491829708e-05,5328212
"21556","2020/07/21",13,0,9028,255,168.12229149747,87.12229149747,0.00351607532372803,0.00348333349373225,0.00354912491278088,26.9768643693277,3.15532286435806e-05,1.63511308291543e-05,5328212
"21555","2020/07/22",10,0,9038,255,174.292892159457,90.2928921594571,0.00351633775270382,0.00348359270481933,0.0035493905972373,20.730021033425,3.27113283329299e-05,1.694618985871e-05,5328212
"21554","2020/07/23",15,0,9053,255,182.511955476209,94.5119554762092,0.00351861636072628,0.00348584932077501,0.00355169141138266,31.0636262840243,3.42538839438463e-05,1.77380245899017e-05,5328212
"21553","2020/07/24",9,0,9062,255,201.131191561482,104.131191561482,0.0035185352861072,0.00348576822965876,0.00355161036073631,18.6192360852724,3.7748346267281e-05,1.95433649339556e-05,5328212
"21552","2020/07/25",23,0,9085,255,248.664256969747,128.664256969747,0.00352380138708163,0.00349098451792344,0.00355692674998874,47.5330654082658,4.66693624371079e-05,2.41477360453652e-05,5328212
