"","date","cases","deaths","cum_cases","cum_deaths","p_cases","p_cases_low","p_cases_high","population"
"168","2020/06/15",47,0,84335,4638,0.00023507933983755,0.000234541909762073,0.000235618001382006,1433783692
"169","2020/06/16",43,0,84378,4638,0.000235161245462269,0.000234623627226792,0.000235700095599965,1433783692
"170","2020/06/17",44,0,84422,4638,0.000235238169021626,0.000234700373885667,0.000235777196467545,1433783692
"171","2020/06/18",36,0,84458,4638,0.000235285082512623,0.000234747178889267,0.000235824218697365,1433783692
"172","2020/06/19",36,0,84494,4638,0.000235325066976832,0.000234787070512268,0.000235864296218802,1433783692
"173","2020/06/20",30,0,84524,4638,0.000235342723601856,0.000234804685277102,0.000235881994803367,1433783692
"174","2020/06/21",29,1,84553,4639,0.00023540406160712,0.000234865902759213,0.000235943453562694,1433783692
"175","2020/06/22",19,0,84572,4639,0.000235383914599527,0.000234845800122815,0.000235923262086112,1433783692
"176","2020/06/23",52,0,84624,4639,0.000235454126419186,0.000234915849743766,0.000235993636480007,1433783692
"177","2020/06/24",29,1,84653,4640,0.000235509692220303,0.000234971308159868,0.00023604930986708,1433783692
"178","2020/06/25",20,0,84673,4640,0.000235487068277952,0.000234948734122567,0.000236026635909499,1433783692
"179","2020/06/26",28,1,84701,4641,0.000235536148056944,0.000234997721213885,0.000236075808543734,1433783692
"180","2020/06/27",24,0,84725,4641,0.000235523226957093,0.000234984827774529,0.000236062859724321,1433783692
"181","2020/06/28",18,0,84743,4641,0.000235493909793896,0.000234955575819011,0.000236033477208197,1433783692
"182","2020/06/29",14,0,84757,4641,0.000235454390835937,0.000234916145391544,0.000235993869521059,1433783692
"183","2020/06/30",23,0,84780,4641,0.000235441678051609,0.000234903459860769,0.000235981129424885,1433783692
