"","date","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_prop","estimated_cases","estimate_cases_low","estimate_cases_high","prop_cases","prop_cases_low","prop_cases_high"
"18","2020/04/13",0.0182489472676992,0.0147235545062348,0.0217743400291637,0.0197264280356154,2202996.34411253,1777414.13100517,2628578.5572199,2381356.48086284,1953129.35299718,2809583.6087285
"19","2020/04/15",0.0179451998143151,0.014445903231409,0.0214444963972211,0.0193443624572756,2166328.22734268,1743896.32121556,2588760.1334698,2335233.8711612,1910093.69860501,2760374.0437174
"20","2020/04/16",0.0183319449212042,0.0149042561937562,0.0217596336486522,0.0195281699832725,2213015.74548178,1799228.27464562,2626803.21631795,2357422.94880232,1940629.96992731,2774215.92767732
"21","2020/04/17",0.0183319449212042,0.0149075986023489,0.0217562912400595,0.0195281699832725,2213015.74548178,1799631.76717603,2626399.72378754,2357422.94880232,1941044.49365396,2773801.40395067
"22","2020/04/18",0.0183968630940573,0.0150169693506681,0.0217767568374464,0.0192637059807723,2220852.60836291,1812834.90460449,2628870.31212132,2325497.0945538,1914375.06702729,2736619.12208031
"23","2020/04/19",0.0190042200296161,0.0154600068139519,0.0225484332452803,0.0203815971791983,2294172.18614347,1866317.98489409,2722026.38739285,2460447.90498258,2029621.56961555,2891274.24034961
"24","2020/04/20",0.0194738336709036,0.0159566353087436,0.0229910320330635,0.0207690707673208,2350863.51851051,1926270.52584667,2775456.51117434,2507223.36471471,2079656.01484827,2934790.71458116
"25","2020/04/23",0.020610171459013,0.0170051319980411,0.0242152109199849,0.0216276569905637,2488041.18449636,2052844.09414367,2923238.27484906,2610871.1139883,2172736.5242341,3049005.70374251
"26","2020/04/27",0.0210670338712076,0.0174994142291737,0.0246346535132415,0.0219480260306334,2543193.20006543,2112513.39627773,2973873.00385313,2649545.77361043,2215974.08407843,3083117.46314242
"27","2020/04/29",0.02101358534506,0.0174512778468089,0.0245758928433112,0.0218522032572609,2536740.94252015,2106702.41590649,2966779.46913382,2637978.13541598,2205027.93258436,3070928.33824761
"28","2020/05/02",0.0210174880714739,0.0174605112460527,0.0245744648968952,0.0218588992249415,2537212.07610916,2107817.06347926,2966607.08873906,2638786.46655444,2206539.07378439,3071033.8593245
"29","2020/05/10",0.0210868460075995,0.0175374452698357,0.0246362467453633,0.021950257197256,2545584.90318124,2117104.46897426,2974065.33738822,2649815.11801921,2218501.08479619,3081129.15124223
"30","2020/05/14",0.0213074228506815,0.0175383727611714,0.0250764729401916,0.0228308364151129,2572212.73939432,2117216.43488615,3027209.0439025,2756117.84163297,2301462.31836229,3210773.36490365
"31","2020/05/15",0.0213235874937793,0.0175580314965171,0.0250891434910415,0.0228540181343496,2574164.12043159,2119589.61956694,3028738.62129624,2758916.31773021,2304710.48724281,3213122.14821762
