"","date","cod_ine","CCAA","cum_cases","cases","cum_deaths","deaths","population","cum_deaths_400","est_ccfr","est_ccfr_low","est_ccfr_high","sample_size","mean_cases","mean_reach","dunbar_reach","cases_p_reach","cases_p_reach_low","cases_p_reach_high","cases_p_reach_error","cases_p_reach_prop","cases_p_reach_prop_median","estimated_cases","estimate_cases_low","estimate_cases_high","estimate_cases_error","prop_cases","dunbar_cases","pop_cases_low","pop_cases_high","pop_cases_error","dunbar_cases_low","dunbar_cases_high","dunbar_cases_error"
"11","2020/03/08",17,"La Rioja",55,16,0,0,313582,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020/03/09",17,"La Rioja",81,26,0,0,313582,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020/03/10",17,"La Rioja",144,63,1,1,313582,400,1030.74294087948,176.292690778271,6026.51763656567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020/03/11",17,"La Rioja",179,35,2,1,313582,800,1605.97649905882,680.003379285218,3792.86426229278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020/03/12",17,"La Rioja",205,26,2,0,313582,800,1178.60269533885,477.514901044058,2909.02820084316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020/03/13",17,"La Rioja",243,38,2,0,313582,800,952.590510980719,376.255564988149,2411.73491118753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020/03/14",17,"La Rioja",278,35,3,1,313582,1200,1185.39738381254,639.72723363968,2196.50951790035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020/03/15",17,"La Rioja",300,22,3,0,313582,1200,972.197126089787,519.875569249553,1818.06437517655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020/03/16",17,"La Rioja",312,12,4,1,313582,1600,1065.63846922296,666.805720697599,1703.02280235363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020/03/17",17,"La Rioja",355,43,5,1,313582,2000,1242.03943871103,853.603394391955,1807.23504316954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020/03/18",17,"La Rioja",419,64,5,0,313582,2000,1235.33257395991,846.526045301894,1802.71661664255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020/03/19",17,"La Rioja",468,49,5,0,313582,2000,1179.7947015091,806.591495038237,1725.67594162764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020/03/20",17,"La Rioja",497,29,7,2,313582,2800,1510.7713013001,1153.11543047034,1979.35945051141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020/03/21",17,"La Rioja",564,67,15,8,313582,6000,3191.54925157944,2824.01217499518,3606.92022344934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020/03/22",17,"La Rioja",654,90,18,3,313582,7200,3892.10408444494,3515.28743748508,4309.31309986718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020/03/23",17,"La Rioja",747,93,22,4,313582,8800,4780.23372391978,4399.01443983239,5194.48953119842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020/03/24",17,"La Rioja",802,55,30,8,313582,12000,6158.50998245502,5798.14379247494,6541.2736492016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020/03/25",17,"La Rioja",928,126,37,7,313582,14800,7747.88651251656,7379.18759555899,8135.00736137453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020/03/26",17,"La Rioja",995,67,43,6,313582,17200,8535.33712474078,8183.69217366292,8902.09190265407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020/03/27",17,"La Rioja",1236,241,55,12,313582,22000,12019.1397855409,11631.9426679862,12419.2256880665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020/03/28",17,"La Rioja",1436,200,65,10,313582,26000,14621.9632974893,14220.9276164791,15034.3083404328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020/03/29",17,"La Rioja",1629,193,68,3,313582,27200,15280.4975140855,14873.746120539,15698.3723122412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020/03/30",17,"La Rioja",1733,104,71,3,313582,28400,14877.2869356398,14492.230468984,15272.5742969002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020/03/31",17,"La Rioja",1810,77,85,14,313582,34000,16322.2115170365,15965.7886796783,16686.5911952084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020/04/01",17,"La Rioja",1960,150,90,5,313582,36000,16547.0272037213,16201.0291005507,16900.4146330054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020/04/02",17,"La Rioja",2083,123,101,11,313582,40400,17616.0045577026,17283.9495740798,17954.4388999134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020/04/03",17,"La Rioja",2224,141,109,8,313582,43600,18267.8029272445,17944.9077623653,18596.5081686581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020/04/04",17,"La Rioja",2405,181,128,19,313582,51200,21028.2630705286,20707.8470655748,21353.6369262869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020/04/05",17,"La Rioja",2592,187,134,6,313582,53600,21626.5693733368,21308.1602994495,21949.7364524628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020/04/06",17,"La Rioja",2719,127,141,7,313582,56400,21843.0709214189,21534.0290137645,22156.5479907713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020/04/07",17,"La Rioja",2846,127,160,19,313582,64000,23826.2358987611,23524.9836669997,24131.3458550772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020/04/08",17,"La Rioja",2951,105,177,17,313582,70800,25212.1832876122,24919.9876366541,25507.8050357129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020/04/09",17,"La Rioja",3026,75,182,5,313582,72800,24646.7809019565,24366.2310248253,24930.5609969035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020/04/10",17,"La Rioja",3076,50,196,14,313582,78400,25154.4738997695,24885.2350611113,25426.6256927182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020/04/11",17,"La Rioja",3223,147,207,11,313582,82800,26106.9124577883,25839.3971155136,26377.1973870635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020/04/12",17,"La Rioja",3279,56,219,12,313582,87600,26495.3621118836,26235.8921114274,26757.3982412463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020/04/13",17,"La Rioja",3358,79,223,4,313582,89200,26161.6825547729,25908.2679842816,26417.5758299223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020/04/14",17,"La Rioja",3420,62,234,11,313582,93600,26583.2398452343,26335.4000772271,26833.4120080571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020/04/15",17,"La Rioja",3457,37,246,12,313582,98400,26961.831639216,26720.2750535685,27205.5719443032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020/04/16",17,"La Rioja",3916,459,257,11,313582,102800,30567.9467525742,30303.325958011,30834.8783220342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020/04/17",17,"La Rioja",4098,182,262,5,313582,104800,31276.1193923315,31008.8367235348,31545.7059213368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020/04/18",17,"La Rioja",3648,0,272,10,313582,108800,27656.1034711251,27426.3687644432,27887.7625315525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020/04/19",17,"La Rioja",3705,57,277,5,313582,110800,27349.7830837793,27125.2260428467,27576.1991272712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
