"","date","r_c","r_r","r_r_recent","I_c_p_w_country","I_c_p_m_country","I_c_recent_p_w_country","I_c_recent_p_m_country","I_r_p_w_country","I_r_p_m_country","I_r_recent_p_w_country","I_r_recent_p_m_country","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"25","2020/04/27",710,250,0,0.0436619718309859,0.0593781975600157,NA,NA,0.00975801144954548,0.00975801144954548,0,0,0.0348328154816525,0.0464562740937474,NA,NA
"26","2020/04/28",672,250,0,0.0550595238095238,0.0688508182125203,NA,NA,0.00975801144954548,0.00975801144954548,0,0,0.0427760334733041,0.0528278228863341,NA,NA
"27","2020/05/01",720,250,0,0.0597222222222222,0.0731699860423265,NA,NA,0.00975801144954548,0.00975801144954548,0,0,0.0468448483117385,0.0568266936215066,NA,NA
"28","2020/05/06",733,250,0,0.0600272851296044,0.0734380639623801,NA,NA,0.00975801144954548,0.00975801144954548,0,0,0.0472426275304032,0.0572427301595229,NA,NA
"29","2020/05/08",733,864,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0224822003544333,0.0315860690929558,0,0,0.0397148535417848,0.0507955319854342,NA,NA
"30","2020/05/09",733,831,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0221929029410032,0.0358623188428422,0,0,0.0399247457442287,0.0534729461910655,NA,NA
"31","2020/05/10",733,861,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0169086783275024,0.0240362428135188,0,0,0.036736745319937,0.046753642375699,NA,NA
"32","2020/05/11",733,942,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0251070751686715,0.0336646967739797,0,0,0.0403885760053066,0.0510699971615006,NA,NA
"33","2020/05/12",733,832,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0325877853201087,0.0461174537552843,0,0,0.0454396405024476,0.0589136245423777,NA,NA
"34","2020/05/14",733,869,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0410503097513861,0.066348162576928,0,0,0.0497332828801214,0.0695921686415574,NA,NA
"35","2020/05/15",733,914,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0404782012192743,0.0663454982280018,0,0,0.0491785524677697,0.0695020560199261,NA,NA
"36","2020/05/16",733,814,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0443501640765779,0.0660124546122246,0,0,0.0517783022355103,0.0695308590425181,NA,NA
"37","2020/05/17",733,833,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0399718942588615,0.0651343296119588,0,0,0.0493592515438261,0.0690210711693399,NA,NA
"38","2020/05/18",733,849,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0432822667553888,0.0715010134002321,0,0,0.0510408625002055,0.0723985216569037,NA,NA
"39","2020/05/20",733,831,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0386123544561854,0.0588489892037814,0,0,0.048648891657986,0.0656864519902602,NA,NA
"40","2020/05/21",733,813,0,0.0600272851296044,0.0734380639623801,NA,NA,0.039805435867752,0.054052858369667,0,0,0.0493931561193288,0.0632439034534048,NA,NA
"41","2020/05/23",733,833,0,0.0600272851296044,0.0734380639623801,NA,NA,0.0429470077253579,0.0600012735348437,0,0,0.050941799128495,0.0662906524514364,NA,NA
"42","2020/05/25",733,818,568,0.0600272851296044,0.0734380639623801,NA,NA,0.0348859168363825,0.0620026094782677,0,0,0.046767685346332,0.067406986097774,NA,NA
"43","2020/05/31",733,848,598,0.0600272851296044,0.0734380639623801,NA,NA,0.0303002879396824,0.0503736347160997,0,0,0.0440826338854211,0.0610670101984043,NA,NA
"44","2020/06/01",733,878,628,0.0600272851296044,0.0734380639623801,NA,NA,0.0289147050378381,0.0428231400204548,0,0,0.0430708324166492,0.0567528353956449,NA,NA
"45","2020/06/02",733,886,736,0.0600272851296044,0.0734380639623801,NA,NA,0.030772648356696,0.0484419003612445,0,0,0.0440176444990937,0.0597588786933213,NA,NA
"46","2020/06/05",733,928,778,0.0600272851296044,0.0734380639623801,NA,NA,0.0402517832657157,0.052462046367037,0,0,0.0489787205722963,0.0617187717718453,NA,NA
"47","2020/06/06",683,813,657,0.068814055636896,0.0774310819204436,0.02,0.0166666666666667,0.0417575272696058,0.0554804244806521,0,0,0.0541102069987898,0.0655020147422681,0.0101940298507463,0.00849502487562189
"48","2020/06/07",683,842,842,0.068814055636896,0.0774310819204436,0.02,0.0166666666666667,0.0370701740539073,0.058997690934859,0,0,0.0512872698710754,0.0672534326025012,0.00895737704918033,0.00746448087431694
