"Timestamp","Por favor, elige una comunidad autónoma.","¿Cuánta gente conoces en ese área geográfica?","Por lo que sabes, ¿cuánta de esta gente ha presentado síntomas compatible con COVID-19 (o han sido diagnosticados con la enfermedad)?"
"2020/03/29 3:31:05 PM GMT+2","Comunidad de Madrid","50","4"
"2020/03/29 3:31:15 PM GMT+2","Comunidad de Madrid","600","10"
"2020/03/29 3:31:41 PM GMT+2","Galicia","75","10"
"2020/03/29 3:32:52 PM GMT+2","Comunidad de Madrid","70","4"
"2020/03/29 3:32:56 PM GMT+2","Castilla-La Mancha","100","0"
"2020/03/29 3:33:15 PM GMT+2","Castilla-La Mancha","100","5"
"2020/03/29 3:33:34 PM GMT+2","Comunidad de Madrid","20019","19"
"2020/03/29 3:34:00 PM GMT+2","Castilla-La Mancha","2000","5"
"2020/03/29 3:34:41 PM GMT+2","Todo el país","19","1"
"2020/03/29 3:36:04 PM GMT+2","Todo el país","100","04"
"2020/03/29 3:36:17 PM GMT+2","Comunidad de Madrid","100","05"
"2020/03/29 3:36:56 PM GMT+2","Comunidad de Madrid","120","3"
"2020/03/29 3:37:13 PM GMT+2","Todo el país","100","6"
"2020/03/29 3:38:16 PM GMT+2","Comunidad de Madrid","10","1"
"2020/03/29 3:41:21 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 3:46:24 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 3:55:52 PM GMT+2","Comunidad de Madrid","50","3"
"2020/03/29 4:07:36 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/29 4:07:38 PM GMT+2","Comunidad de Madrid","100","4"
"2020/03/29 4:15:30 PM GMT+2","Comunidad de Madrid","7","7"
"2020/03/29 4:25:43 PM GMT+2","Comunidad de Madrid","100","8"
"2020/03/29 4:27:42 PM GMT+2","Todo el país","100","02"
"2020/03/29 4:28:04 PM GMT+2","Andalucía","20","4"
"2020/03/29 4:28:34 PM GMT+2","Cataluña","100","0"
"2020/03/29 4:28:55 PM GMT+2","Comunidad de Madrid","100","1"
"2020/03/29 4:30:59 PM GMT+2","Galicia","250","1"
"2020/03/29 4:33:08 PM GMT+2","Castilla-La Mancha","50","0"
"2020/03/29 4:36:58 PM GMT+2","Comunidad de Madrid","5","0"
"2020/03/29 4:48:32 PM GMT+2","Castilla-La Mancha","1700","16"
"2020/03/29 5:23:16 PM GMT+2","Comunidad de Madrid","50","4"
"2020/03/29 5:26:23 PM GMT+2","Comunidad de Madrid","50","0"
"2020/03/29 5:32:30 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 5:33:06 PM GMT+2","Comunidad de Madrid","70","1"
"2020/03/29 5:33:28 PM GMT+2","Todo el país","50","0"
"2020/03/29 5:45:25 PM GMT+2","Extremadura","150","3"
"2020/03/29 5:46:16 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 5:51:38 PM GMT+2","Andalucía","100","0"
"2020/03/29 5:57:25 PM GMT+2","Comunidad de Madrid","100","8"
"2020/03/29 6:01:11 PM GMT+2","Comunidad de Madrid","150","0"
"2020/03/29 6:07:02 PM GMT+2","Castilla-La Mancha","1000","15"
"2020/03/29 6:41:03 PM GMT+2","Cataluña","150","3"
"2020/03/29 6:53:47 PM GMT+2","Comunidad de Madrid","30","3"
"2020/03/29 6:54:11 PM GMT+2","Comunidad de Madrid","18","0"
"2020/03/29 6:54:34 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 7:25:23 PM GMT+2","Comunidad de Madrid","150","23"
"2020/03/29 7:27:38 PM GMT+2","Principado de Asturias","100","0"
"2020/03/29 7:40:11 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 7:47:02 PM GMT+2","Comunidad de Madrid","25","2"
"2020/03/29 8:12:56 PM GMT+2","Comunidad de Madrid","70","4"
"2020/03/29 8:19:40 PM GMT+2","Todo el país","100","17"
"2020/03/29 8:29:14 PM GMT+2","Aragón","20","2"
"2020/03/29 8:29:21 PM GMT+2","Comunidad de Madrid","200","8"
"2020/03/29 8:30:35 PM GMT+2","Castilla y León","50","8"
"2020/03/29 8:30:41 PM GMT+2","Galicia","300","5"
"2020/03/29 8:31:13 PM GMT+2","Comunidad de Madrid","100","6"
"2020/03/29 8:31:30 PM GMT+2","Comunidad de Madrid","100","7"
"2020/03/29 8:31:55 PM GMT+2","Comunidad de Madrid","150","15"
"2020/03/29 8:35:16 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 8:37:14 PM GMT+2","Comunidad de Madrid","100","20"
"2020/03/29 8:38:43 PM GMT+2","Galicia","3000","5"
"2020/03/29 8:39:29 PM GMT+2","Castilla y León","200","4"
"2020/03/29 8:40:23 PM GMT+2","Comunidad de Madrid","10","0"
"2020/03/29 8:40:51 PM GMT+2","Todo el país","70","1"
"2020/03/29 8:42:29 PM GMT+2","Comunidad de Madrid","60","3"
"2020/03/29 8:43:54 PM GMT+2","Comunidad de Madrid","50","1"
"2020/03/29 8:48:43 PM GMT+2","Aragón","50","0"
"2020/03/29 8:50:38 PM GMT+2","Castilla-La Mancha","100","1"
"2020/03/29 8:51:18 PM GMT+2","Galicia","100","0"
"2020/03/29 8:56:32 PM GMT+2","Comunidad de Madrid","100","02"
"2020/03/29 8:58:58 PM GMT+2","Comunidad de Madrid","100","2"
"2020/03/29 8:59:11 PM GMT+2","Castilla y León","100","0"
"2020/03/29 9:15:14 PM GMT+2","Comunidad de Madrid","200","13"
"2020/03/29 9:17:00 PM GMT+2","Extremadura","100","3"
"2020/03/29 9:21:59 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 9:24:47 PM GMT+2","Comunidad de Madrid","27","2"
"2020/03/29 9:25:31 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/29 9:27:07 PM GMT+2","Andalucía","100","2"
"2020/03/29 9:30:45 PM GMT+2","Comunidad de Madrid","40","3"
"2020/03/29 9:32:46 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/29 9:33:42 PM GMT+2","País Vasco","60","2"
"2020/03/29 9:35:36 PM GMT+2","Comunidad de Madrid","600","8"
"2020/03/29 9:36:16 PM GMT+2","Comunidad de Madrid","100","30"
"2020/03/29 9:41:09 PM GMT+2","Comunidad de Madrid","85","04"
"2020/03/29 9:53:30 PM GMT+2","Cataluña","500","02"
"2020/03/29 9:59:38 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/29 10:00:35 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 10:08:18 PM GMT+2","Comunidad de Madrid","100","2"
"2020/03/29 10:09:36 PM GMT+2","Comunidad de Madrid","100","7"
"2020/03/29 10:10:35 PM GMT+2","Cantabria","100","2"
"2020/03/29 10:11:57 PM GMT+2","Comunidad de Madrid","1000","8"
"2020/03/29 10:12:00 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 10:12:25 PM GMT+2","Andalucía","20","0"
"2020/03/29 10:13:00 PM GMT+2","Andalucía","200","4"
"2020/03/29 10:13:09 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/29 10:17:05 PM GMT+2","Andalucía","100","0"
"2020/03/29 10:19:34 PM GMT+2","Comunidad Valenciana","100","0"
"2020/03/29 10:20:06 PM GMT+2","Comunidad de Madrid","100","3"
"2020/03/29 10:23:11 PM GMT+2","Andalucía","150","0"
"2020/03/29 10:36:12 PM GMT+2","Comunidad de Madrid","100","20"
"2020/03/29 10:42:17 PM GMT+2","Todo el país","100","0"
"2020/03/29 10:42:47 PM GMT+2","Todo el país","100","5"
"2020/03/29 11:15:26 PM GMT+2","Comunidad de Madrid","100","25"
"2020/03/29 11:20:49 PM GMT+2","Comunidad de Madrid","500","10"
"2020/03/29 11:31:07 PM GMT+2","Comunidad de Madrid","100","6"
"2020/03/29 11:36:48 PM GMT+2","Comunidad de Madrid","500","20"
"2020/03/29 11:39:42 PM GMT+2","Comunidad de Madrid","25","4"
"2020/03/29 11:40:45 PM GMT+2","Comunidad de Madrid","100","1"
