Timestamp,Region,Reach,Cases
2020/03/23 5:34:36 PM GMT+1,,6,0
2020/03/23 5:45:28 PM GMT+1,,40,0
2020/03/23 6:08:50 PM GMT+1,,100,0
2020/03/23 6:30:04 PM GMT+1,,50,0
2020/03/23 6:31:00 PM GMT+1,,30,0
2020/03/23 6:31:10 PM GMT+1,,12,0
2020/03/23 6:32:44 PM GMT+1,,100,0
2020/03/23 6:36:04 PM GMT+1,,8,0
2020/03/23 6:40:30 PM GMT+1,,40,0
2020/03/23 6:50:46 PM GMT+1,,15,0
2020/03/23 6:53:00 PM GMT+1,,5,0
2020/03/23 6:55:19 PM GMT+1,,40,2
2020/03/23 7:07:37 PM GMT+1,,200,10
2020/03/23 7:09:20 PM GMT+1,,20,0
2020/03/23 7:09:39 PM GMT+1,,10,0
2020/03/23 7:11:18 PM GMT+1,,48,0
2020/03/23 7:18:57 PM GMT+1,,15,0
2020/03/23 7:22:51 PM GMT+1,,15,0
2020/03/23 7:23:21 PM GMT+1,,20,0
2020/03/23 7:23:39 PM GMT+1,,15,0
2020/03/23 7:26:56 PM GMT+1,,15,0
2020/03/23 7:30:12 PM GMT+1,,50,0
2020/03/23 7:47:11 PM GMT+1,,200,0
2020/03/23 7:49:23 PM GMT+1,,10,0
2020/03/23 8:02:35 PM GMT+1,,11,0
2020/03/23 8:26:13 PM GMT+1,,6,0
2020/03/23 8:37:56 PM GMT+1,,40,0
2020/03/23 8:39:24 PM GMT+1,,1,0
2020/03/23 8:44:41 PM GMT+1,,10,0
2020/03/23 8:49:58 PM GMT+1,,150,0
2020/03/23 9:14:07 PM GMT+1,,15,0
2020/03/23 9:30:36 PM GMT+1,,3,0
2020/03/23 9:31:17 PM GMT+1,,30,0
2020/03/23 10:03:14 PM GMT+1,,42,0
2020/03/24 4:36:02 AM GMT+1,,20,0
2020/03/24 6:50:32 AM GMT+1,,10,0
2020/03/24 7:05:23 AM GMT+1,,10,0
2020/03/24 7:11:56 AM GMT+1,,55,0
2020/03/24 7:15:16 AM GMT+1,,10,0
2020/03/24 7:28:44 AM GMT+1,,40,0
2020/03/24 7:58:14 AM GMT+1,,15,0
2020/03/24 8:23:31 AM GMT+1,,10,0
2020/03/24 8:31:38 AM GMT+1,,150,0
2020/03/24 8:38:31 AM GMT+1,,15,1
2020/03/24 10:22:54 AM GMT+1,,8,0
2020/03/24 11:02:15 AM GMT+1,,40,0
2020/03/24 11:47:27 AM GMT+1,,30,0
2020/03/24 12:30:23 PM GMT+1,,150,0
2020/03/24 1:07:07 PM GMT+1,,6,0
2020/03/24 1:21:17 PM GMT+1,,15,0
2020/03/24 1:23:42 PM GMT+1,,20,0
2020/03/24 1:25:44 PM GMT+1,,60,0
2020/03/24 1:25:47 PM GMT+1,,25,0
2020/03/24 1:35:14 PM GMT+1,,100,0
2020/03/24 1:35:56 PM GMT+1,,25,1
2020/03/24 1:36:13 PM GMT+1,,30,1
2020/03/24 1:42:43 PM GMT+1,,20,0
2020/03/24 2:06:03 PM GMT+1,,15,0
2020/03/24 2:11:41 PM GMT+1,,20,0
2020/03/24 2:16:32 PM GMT+1,,20,0
2020/03/24 2:30:11 PM GMT+1,,100,0
2020/03/24 3:14:38 PM GMT+1,,10,0
2020/03/24 3:32:20 PM GMT+1,,50,0
2020/03/24 3:41:10 PM GMT+1,,50,0
2020/03/24 3:43:57 PM GMT+1,,50,0
2020/03/24 3:49:42 PM GMT+1,,7,0
2020/03/24 3:55:00 PM GMT+1,,40,0
2020/03/24 3:56:01 PM GMT+1,,50,1
2020/03/24 4:01:01 PM GMT+1,,12,0
2020/03/24 4:11:25 PM GMT+1,,50,0
2020/03/24 4:33:25 PM GMT+1,,24,0
2020/03/24 4:36:32 PM GMT+1,,16,0
2020/03/24 4:40:20 PM GMT+1,,30,0
2020/03/24 4:47:16 PM GMT+1,,41,0
2020/03/24 5:09:34 PM GMT+1,,70,0
2020/03/24 5:19:48 PM GMT+1,,100,0
2020/03/24 5:20:19 PM GMT+1,,20,1
2020/03/24 5:23:16 PM GMT+1,,25,0
2020/03/24 5:38:01 PM GMT+1,,17,0
2020/03/24 5:43:00 PM GMT+1,,10,0
2020/03/24 5:53:19 PM GMT+1,,20,0
2020/03/24 5:54:57 PM GMT+1,,2,0
2020/03/24 6:24:08 PM GMT+1,,20,0
2020/03/24 6:27:49 PM GMT+1,,47,0
2020/03/24 7:03:10 PM GMT+1,,22,0
2020/03/24 7:08:53 PM GMT+1,,20,0
2020/03/24 7:30:41 PM GMT+1,,10,0
2020/03/24 7:36:19 PM GMT+1,,200,0
2020/03/24 7:49:31 PM GMT+1,,31,0
2020/03/24 7:57:56 PM GMT+1,,20,0
2020/03/24 8:25:49 PM GMT+1,,12,0
2020/03/24 9:59:22 PM GMT+1,,50,0
2020/03/24 10:46:21 PM GMT+1,,30,0
2020/03/24 11:05:50 PM GMT+1,,3,0
2020/03/24 11:16:49 PM GMT+1,,25,0
