"Timestamp","Por favor, elige una comunidad autónoma.","¿Cuánta gente conoces en ese área geográfica?","Por lo que sabes, ¿cuánta de esta gente ha presentado síntomas compatible con COVID-19 (o han sido diagnosticados con la enfermedad)?"
"2020/03/30 2:42:14 PM GMT+2","Cataluña","15","0"
"2020/03/30 2:42:34 PM GMT+2","Comunidad de Madrid","300","4"
"2020/03/30 2:43:50 PM GMT+2","Todo el país","100","18"
"2020/03/30 2:43:52 PM GMT+2","Comunidad de Madrid","10","10"
"2020/03/30 2:45:07 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/30 2:48:34 PM GMT+2","Comunidad de Madrid","1000","10"
"2020/03/30 2:49:56 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/30 2:55:54 PM GMT+2","Comunidad de Madrid","50","5"
"2020/03/30 2:57:36 PM GMT+2","Comunidad de Madrid","45","1"
"2020/03/30 3:03:00 PM GMT+2","Comunidad de Madrid","60","5"
"2020/03/30 3:04:56 PM GMT+2","Castilla-La Mancha","100","3"
"2020/03/30 3:05:33 PM GMT+2","Comunidad de Madrid","100","6"
"2020/03/30 3:08:04 PM GMT+2","Comunidad de Madrid","100","6"
"2020/03/30 3:09:45 PM GMT+2","Comunidad de Madrid","2000","20"
"2020/03/30 3:18:33 PM GMT+2","Comunidad de Madrid","100","4"
"2020/03/30 3:29:27 PM GMT+2","Castilla-La Mancha","30","10"
"2020/03/30 3:30:18 PM GMT+2","Andalucía","20","0"
"2020/03/30 3:49:55 PM GMT+2","Comunidad de Madrid","45","0"
"2020/03/30 3:51:24 PM GMT+2","Comunidad de Madrid","10","1"
"2020/03/30 3:52:18 PM GMT+2","Comunidad de Madrid","50","3"
"2020/03/30 3:55:05 PM GMT+2","Comunidad de Madrid","20","2"
"2020/03/30 4:12:20 PM GMT+2","Comunidad de Madrid","100","0"
"2020/03/30 4:23:20 PM GMT+2","Comunidad Valenciana","100","5"
"2020/03/30 4:40:10 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/30 4:42:56 PM GMT+2","Galicia","100","1"
"2020/03/30 5:09:29 PM GMT+2","Comunidad de Madrid","150","0"
"2020/03/30 5:13:36 PM GMT+2","Comunidad Valenciana","100","0"
"2020/03/30 5:17:57 PM GMT+2","País Vasco","100","0"
"2020/03/30 5:18:42 PM GMT+2","País Vasco","50","2"
"2020/03/30 5:28:02 PM GMT+2","Comunidad de Madrid","100","12"
"2020/03/30 5:32:41 PM GMT+2","Comunidad de Madrid","30","0"
"2020/03/30 5:33:45 PM GMT+2","Comunidad de Madrid","75","3"
"2020/03/30 5:35:25 PM GMT+2","Comunidad de Madrid","300","4"
"2020/03/30 5:40:03 PM GMT+2","Comunidad de Madrid","50","10"
"2020/03/30 5:50:15 PM GMT+2","Comunidad de Madrid","100","10"
"2020/03/30 6:38:36 PM GMT+2","País Vasco","100","1"
"2020/03/30 6:39:31 PM GMT+2","Andalucía","100","1"
"2020/03/30 7:23:13 PM GMT+2","Castilla-La Mancha","100","4"
"2020/03/30 7:35:01 PM GMT+2","Todo el país","80","1"
"2020/03/30 7:42:45 PM GMT+2","Comunidad de Madrid","100","6"
"2020/03/30 7:55:44 PM GMT+2","Comunidad de Madrid","50","6"
"2020/03/30 8:03:45 PM GMT+2","Comunidad de Madrid","100","5"
"2020/03/30 8:05:26 PM GMT+2","Comunidad de Madrid","100","02"
"2020/03/30 8:10:20 PM GMT+2","Andalucía","125","2"
"2020/03/30 8:58:18 PM GMT+2","Comunidad de Madrid","60","6"
"2020/03/30 9:17:24 PM GMT+2","País Vasco","100","0"
"2020/03/30 9:28:17 PM GMT+2","Andalucía","150","0"
"2020/03/30 9:39:34 PM GMT+2","Cataluña","100","0"
"2020/03/30 10:02:45 PM GMT+2","Comunidad de Madrid","20","0"
"2020/03/30 10:11:17 PM GMT+2","País Vasco","60","2"
"2020/03/30 10:11:21 PM GMT+2","País Vasco","60","2"
"2020/03/30 10:44:30 PM GMT+2","Castilla-La Mancha","1700","12"
"2020/03/30 10:46:10 PM GMT+2","Comunidad de Madrid","50","5"
"2020/03/30 10:50:19 PM GMT+2","Comunidad Valenciana","500","1"
"2020/03/30 11:10:52 PM GMT+2","Comunidad Valenciana","100","1"
"2020/03/30 11:35:23 PM GMT+2","Castilla y León","100","1"
"2020/03/31 12:09:19 AM GMT+2","Comunidad de Madrid","100","5"
